word_hex,word_length,occurrences,expected,token_enrichment,carrier_proteins,carrier_genes_go,carrier_genes_total,primary_function,primary_func_enrichment,primary_func_p_value,primary_func_carriers_in_cat,n_significant_functions,all_significant_functions
0x2082,2,587,55.4,10.6,587,175,483,Chromatin,4.12,1.509233946646489e-07,19,2,Chromatin(4.12x); Nuc acid bind(1.74x)
0x8A18,2,282,26.5,10.6,282,106,244,DNA repair,2.99,0.0030731817093919596,9,1,DNA repair(2.99x)
0x8A2B,2,101,9.5,10.6,101,38,89,Unclassified,0,1.0,0,0,
0x25B2,2,227,21.9,10.4,227,71,172,Immune,9.81,5.6669873688323656e-08,10,4,Immune(9.81x); Cell cycle(4.88x); Signaling(2.92x); Kinase(2.16x)
0x7563,2,76,7.3,10.4,76,35,65,Kinase,3.69,1.1084445808340632e-06,16,1,Kinase(3.69x)
0x9E79,2,183,17.5,10.4,183,71,160,RNA processing,4.21,5.0433841039619855e-05,11,2,RNA processing(4.21x); Kinase(1.93x)
0xD5BD,2,487,47.1,10.3,487,181,398,Signaling,2.29,8.663477228904871e-08,44,2,Signaling(2.29x); Kinase(1.78x)
0xCA25,2,57,5.5,10.3,57,21,43,Unclassified,0,1.0,0,0,
0x6F7D,2,103,10.0,10.3,103,38,74,Unclassified,0,1.0,0,0,
0x3560,2,81,8.0,10.2,81,26,72,Unclassified,0,1.0,0,0,
0x3425,2,75,7.3,10.2,75,22,61,Translation,4.65,0.0035817882434960864,5,1,Translation(4.65x)
0x8A21,2,128,12.7,10.1,128,32,107,Chromatin,4.74,0.009474943963923661,4,1,Chromatin(4.74x)
0x3690,2,68,6.8,10.1,68,29,61,Kinase,3.62,1.4934909060533656e-05,13,1,Kinase(3.62x)
0xD34D,2,432,43.8,9.9,432,136,350,Unclassified,0,1.0,0,0,
0xE420,2,83,8.4,9.8,83,30,67,Cell cycle,8.67,0.004819437574957597,3,2,Cell cycle(8.67x); Chromatin(5.06x)
0xB567,2,87,8.8,9.8,87,23,70,Unclassified,0,1.0,0,0,
0x8828,2,237,24.4,9.7,237,67,199,Cytoskeleton,5.42,0.0022230089201459697,5,3,Cytoskeleton(5.42x); Chromatin(3.4x); GTPase(3.31x)
0x8A29,2,72,7.4,9.7,72,27,62,Unclassified,0,1.0,0,0,
0xB62B,2,61,6.3,9.7,61,19,50,Unclassified,0,1.0,0,0,
